"symbol-id","category-id","grammar","rated","tags","symbol-en","category-en","category-vi","symbol-vi"
"1091","115","Noun","0","class office school stationery","felt_tips","Work and School Stationery","Văn phòng phẩm","bút dạ màu"
"1092","74","Noun","1","","female_body","Healthcare Body parts","Bộ phận cơ thể","cơ thể nữ giới"
"1093","91","Noun","0","","female_side","People Feelings","Cảm xúc","phía nữ giới"
"1094","73","Noun","0","","fennel","Food Vegetables and salads","Rau củ và salad","thì là tây"
"1095","10","Noun","0","animal pet","ferret","Animal Mammal","Động vật có vú","con chồn"
"1096","112","Noun","0","transport travel","ferry","Transport Water","Đường thủy","phà"
"1097","83","Noun","0","communication","fibre_optic_lamp","Leisure Toys","Đồ chơi giải trí","đèn sợi quang"
"1098","19","Noun","0","animal","field","Building Garden and farm","Vườn và nông trại","cánh đồng"
"1099","87","Noun","0","","fifteen","Number","Số","số mười lăm"
"1100","87","Noun","0","","fifty","Number","Số","số năm mươi"
"1101","41","Noun","0","amount percent","fifty_percent","Descriptive Quantity","Số lượng","năm mươi phần trăm"
"1102","62","Noun","0","","fig","Food Fruit","Trái cây","quả vả / sung tây"
"1103","107","Noun","0","DIY tools workshop","file","Tools Workshop","Dụng cụ xưởng","tệp tin / dũa"
"1104","75","VerbComplex","0","grooming","file_nails_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","dũa móng tay"
"1105","18","Noun","0","","filing_cabinet","Building Furniture","Nội thất","tủ hồ sơ"
"1106","100","Noun","0","","filter_paper","Science","Khoa học","giấy lọc"
"1107","7","Noun","0","animal","fin","Animal Features","Đặc điểm động vật","vây cá"
"1108","74","Noun","0","body","finger","Healthcare Body parts","Bộ phận cơ thể","ngón tay"
"1109","15","Noun","0","","finger_painting","Art Making","Tạo hình nghệ thuật","vẽ bằng ngón tay"
"1110","83","Noun","0","play toys","finger_puppet","Leisure Toys","Đồ chơi giải trí","con rối ngón tay"
"1111","74","Noun","0","body","fingernail","Healthcare Body parts","Bộ phận cơ thể","móng tay"
"1112","74","Noun","0","","fingernails","Healthcare Body parts","Bộ phận cơ thể","các móng tay"
"1113","74","Noun","0","","fingers","Healthcare Body parts","Bộ phận cơ thể","các ngón tay"
"1114","39","Noun","0","abstract adjective position","finish","Descriptive Direction","Hướng","hoàn thành / kết thúc"
"1115","94","Noun","0","gardening plant","fir_tree","Plants and Trees","Cây cối và thực vật","cây linh sam"
"1116","43","Noun","0","abstract","fire","Descriptive State","Trạng thái","lửa"
"1117","110","Noun","0","transport travel vehicle","fire_engine","Transport Road","Đường bộ","xe cứu hỏa"
"1118","30","Noun","0","equipment uniform","fire_helmet","Clothes General","Quần áo chung","mũ bảo hiểm cứu hỏa"
"1119","107","Noun","0","equipment","fire_hose","Tools Workshop","Dụng cụ xưởng","vòi rồng cứu hỏa"
"1120","26","Noun","0","home house","fireplace","Building Structure","Kết cấu công trình","lò sưởi"
"1121","28","Noun","0","celebration","fireworks","Celebration Item","Đồ vật lễ kỷ niệm","pháo hoa"
"1122","28","Noun","0","celebration","fireworks_2","Celebration Item","Đồ vật lễ kỷ niệm","pháo hoa 2"
"1123","40","Noun","0","direction position","first","Descriptive Position","Vị trí","đầu tiên / hạng nhất"
"1124","40","Noun","0","","first_2","Descriptive Position","Vị trí","đầu tiên / hạng nhất 2"
"1125","78","Noun","0","clinic health hospital medical","first_aid_box","Healthcare Medical items","Đồ dùng y tế","hộp sơ cứu"
"1126","104","Noun","0","","first_base","Sport Accessories","Phụ kiện thể thao","gôn thứ nhất"
"1127","8","Noun","0","food","fish","Animal Fish and Marine mammals","Cá và thú biển","con cá / thịt cá"
"1128","103","Verb","0","sport","fish_,_to","Sport","Thể thao","câu cá"
"1129","66","Noun","0","","fish_and_chips","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","cá rán và khoai tây chiên"
"1130","66","Noun","0","food meal","fish_battered","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","cá tẩm bột rán"
"1131","66","Noun","0","food meal","fish_burger","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","burger cá"
"1132","66","Noun","0","","fish_deep_fried","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","cá rán ngập dầu"
"1133","2","Noun","0","animal","fish_food","Animal Activity Feeding","Cho động vật ăn","thức ăn cho cá"
"1134","8","Noun","0","animal pet","fish_koi_carp","Animal Fish and Marine mammals","Cá và thú biển","cá chép koi"
"1135","9","Noun","0","animal","fish_tank","Animal Habitat","Môi trường sống","bể cá"
"1136","8","Noun","0","animal pet","fish_tropical","Animal Fish and Marine mammals","Cá và thú biển","cá miền nhiệt đới"
"1137","74","Noun","0","body","fist","Healthcare Body parts","Bộ phận cơ thể","nắm đấm"
"1138","87","Noun","0","","five","Number","Số","số năm"
"1139","87","Noun","0","","five_dots","Number","Số","năm chấm"
"1140","37","Noun","0","flag","flag_Aboriginal_Peoples","Country Flags","Cờ quốc gia","cờ thổ dân Úc"
"1141","37","Noun","0","flag","flag_Abu_Dhabi_-_UAE","Country Flags","Cờ quốc gia","cờ Abu Dhabi - UAE"
"1142","37","Noun","0","","flag_Afghanistan","Country Flags","Cờ quốc gia","cờ Afghanistan"
"1143","37","Noun","0","","flag_African_Union","Country Flags","Cờ quốc gia","cờ Liên minh châu Phi"
"1144","37","Noun","0","flag","flag_Ajman_Dubia_-_UAE","Country Flags","Cờ quốc gia","cờ Ajman Dubai - UAE"
"1145","37","Noun","0","flag","flag_Aland_Islands_-_Finland","Country Flags","Cờ quốc gia","cờ quần đảo Aland - Phần Lan"
"1146","37","Noun","0","flag","flag_Alaska","Country Flags","Cờ quốc gia","cờ Alaska"
"1147","37","Noun","0","","flag_Albania","Country Flags","Cờ quốc gia","cờ Albania"
"1148","37","Noun","0","","flag_Alderney","Country Flags","Cờ quốc gia","cờ Alderney"
"1149","37","Noun","0","flag","flag_Algeria","Country Flags","Cờ quốc gia","cờ Algeria"
"1150","37","Noun","0","","flag_American_Samoa","Country Flags","Cờ quốc gia","cờ Samoa thuộc Mỹ"
"1151","37","Noun","0","","flag_Andorra","Country Flags","Cờ quốc gia","cờ Andorra"
"1152","37","Noun","0","flag","flag_Angola","Country Flags","Cờ quốc gia","cờ Angola"
"1153","37","Noun","0","","flag_Anguilla","Country Flags","Cờ quốc gia","cờ Anguilla"
"1154","37","Noun","0","","flag_Antartica","Country Flags","Cờ quốc gia","cờ Nam Cực"
"1155","37","Noun","0","flag","flag_Antigua_Barbuda","Country Flags","Cờ quốc gia","cờ Antigua và Barbuda"
"1156","37","Noun","0","","flag_Argentina","Country Flags","Cờ quốc gia","cờ Argentina"
"1157","37","Noun","0","flag","flag_Armenia","Country Flags","Cờ quốc gia","cờ Armenia"
"1158","37","Noun","0","flag","flag_Aruba","Country Flags","Cờ quốc gia","cờ Aruba"
"1159","37","Noun","0","flag","flag_Asean","Country Flags","Cờ quốc gia","cờ ASEAN"
"1160","37","Noun","0","flag","flag_Austria","Country Flags","Cờ quốc gia","cờ Áo"
"1161","37","Noun","0","flag","flag_Azerbaijan","Country Flags","Cờ quốc gia","cờ Azerbaijan"
"1162","37","Noun","0","flag","flag_Bahrain","Country Flags","Cờ quốc gia","cờ Bahrain"
"1163","37","Noun","0","flag","flag_Bangladesh","Country Flags","Cờ quốc gia","cờ Bangladesh"
"1164","37","Noun","0","flag","flag_Barbados","Country Flags","Cờ quốc gia","cờ Barbados"
"1165","37","Noun","0","flag","flag_Belarus","Country Flags","Cờ quốc gia","cờ Belarus"
"1166","37","Noun","0","flag","flag_Belgium","Country Flags","Cờ quốc gia","cờ Bỉ"
"1167","37","Noun","0","","flag_Belize","Country Flags","Cờ quốc gia","cờ Belize"
"1168","37","Noun","0","flag","flag_Benin","Country Flags","Cờ quốc gia","cờ Benin"
"1169","37","Noun","0","","flag_Bermuda","Country Flags","Cờ quốc gia","cờ Bermuda"
"1170","37","Noun","0","","flag_Bhutan","Country Flags","Cờ quốc gia","cờ Bhutan"
"1171","37","Noun","0","flag","flag_blank","Country Flags","Cờ quốc gia","cờ trống"
"1172","37","Noun","0","","flag_Bolivia","Country Flags","Cờ quốc gia","cờ Bolivia"
"1173","37","Noun","0","flag","flag_Bonaire_Dutch_Antillies","Country Flags","Cờ quốc gia","cờ Bonaire (Antilles thuộc Hà Lan)"
"1174","37","Noun","0","flag","flag_Bosnia_Herzegovina","Country Flags","Cờ quốc gia","cờ Bosnia và Herzegovina"
"1175","37","Noun","0","flag","flag_Botswana","Country Flags","Cờ quốc gia","cờ Botswana"
"1176","37","Noun","0","","flag_Brazil","Country Flags","Cờ quốc gia","cờ Brazil"
"1177","37","Noun","0","","flag_Brunei","Country Flags","Cờ quốc gia","cờ Brunei"
"1178","37","Noun","0","flag","flag_Bulgaria","Country Flags","Cờ quốc gia","cờ Bulgaria"
"1179","37","Noun","0","flag","flag_Burkina_Faso","Country Flags","Cờ quốc gia","cờ Burkina Faso"
"1180","37","Noun","0","flag","flag_Burundi","Country Flags","Cờ quốc gia","cờ Burundi"
"1181","37","Noun","0","","flag_Cambodia","Country Flags","Cờ quốc gia","cờ Campuchia"
"1182","37","Noun","0","flag","flag_Cameroon","Country Flags","Cờ quốc gia","cờ Cameroon"
"1183","37","Noun","0","flag","flag_Canada","Country Flags","Cờ quốc gia","cờ Canada"
"1184","37","Noun","0","","flag_Canary_Islands","Country Flags","Cờ quốc gia","cờ quần đảo Canary"
"1185","37","Noun","0","flag","flag_Cape_Verde","Country Flags","Cờ quốc gia","cờ Cape Verde"
"1186","37","Noun","0","flag","flag_Caricom","Country Flags","Cờ quốc gia","cờ Caricom"
"1187","37","Noun","0","","flag_Cayman_Islands","Country Flags","Cờ quốc gia","cờ quần đảo Cayman"
"1188","37","Noun","0","flag","flag_Central_African_Republic","Country Flags","Cờ quốc gia","cờ Cộng hòa Trung Phi"
"1189","37","Noun","0","flag","flag_Chad","Country Flags","Cờ quốc gia","cờ Chad"
"1190","37","Noun","0","flag","flag_Chile","Country Flags","Cờ quốc gia","cờ Chile"
"1191","37","Noun","0","flag","flag_China","Country Flags","Cờ quốc gia","cờ Trung Quốc"
"1192","37","Noun","0","flag","flag_Colombia","Country Flags","Cờ quốc gia","cờ Colombia"
"1193","37","Noun","0","flag","flag_Comoros","Country Flags","Cờ quốc gia","cờ Comoros"
"1194","37","Noun","0","flag","flag_Congo_Brazzaville","Country Flags","Cờ quốc gia","cờ Congo Brazzaville"
"1195","37","Noun","0","flag","flag_Congo_Kinshasa","Country Flags","Cờ quốc gia","cờ Congo Kinshasa"
"1196","37","Noun","0","","flag_Cook_Islands","Country Flags","Cờ quốc gia","cờ quần đảo Cook"
"1197","37","Noun","0","flag","flag_Costa_Rica","Country Flags","Cờ quốc gia","cờ Costa Rica"
"1198","37","Noun","0","","flag_Croatia","Country Flags","Cờ quốc gia","cờ Croatia"
"1199","37","Noun","0","flag","flag_Cuba","Country Flags","Cờ quốc gia","cờ Cuba"
"1200","37","Noun","0","flag","flag_Cyprus","Country Flags","Cờ quốc gia","cờ Síp"
"1201","37","Noun","0","flag","flag_Denmark","Country Flags","Cờ quốc gia","cờ Đan Mạch"
"1202","37","Noun","0","flag","flag_Djibouti","Country Flags","Cờ quốc gia","cờ Djibouti"
"1203","37","Noun","0","","flag_Dominica","Country Flags","Cờ quốc gia","cờ Dominica"
"1204","37","Noun","0","flag","flag_Dominican_Republic","Country Flags","Cờ quốc gia","cờ Cộng hòa Dominica"
"1205","37","Noun","0","","flag_Ecuador","Country Flags","Cờ quốc gia","cờ Ecuador"
"1206","37","Noun","0","","flag_Egypt","Country Flags","Cờ quốc gia","cờ Ai Cập"
"1207","37","Noun","0","","flag_El_Salvador","Country Flags","Cờ quốc gia","cờ El Salvador"
"1208","37","Noun","0","flag","flag_England","Country Flags","Cờ quốc gia","cờ Anh"
"1209","37","Noun","0","","flag_Equatorial_Guinea","Country Flags","Cờ quốc gia","cờ Guinea Xích Đạo"
"1210","37","Noun","0","flag","flag_Eritrea","Country Flags","Cờ quốc gia","cờ Eritrea"
"1211","37","Noun","0","flag","flag_Estonia","Country Flags","Cờ quốc gia","cờ Estonia"
"1212","37","Noun","0","flag","flag_Ethiopia","Country Flags","Cờ quốc gia","cờ Ethiopia"
"1213","37","Noun","0","flag","flag_European_Union","Country Flags","Cờ quốc gia","cờ Liên minh châu Âu"
"1214","37","Noun","0","","flag_Falkland_Islands","Country Flags","Cờ quốc gia","cờ quần đảo Falkland"
"1215","37","Noun","0","","flag_Fiji","Country Flags","Cờ quốc gia","cờ Fiji"
"1216","37","Noun","0","flag","flag_Finland","Country Flags","Cờ quốc gia","cờ Phần Lan"
"1217","37","Noun","0","flag","flag_France","Country Flags","Cờ quốc gia","cờ Pháp"
"1218","37","Noun","0","flag","flag_Fujairah_-_UAE","Country Flags","Cờ quốc gia","cờ Fujairah - UAE"
"1219","37","Noun","0","flag","flag_Gabon","Country Flags","Cờ quốc gia","cờ Gabon"
"1220","37","Noun","0","flag","flag_Georgia","Country Flags","Cờ quốc gia","cờ Georgia"
"1221","37","Noun","0","flag","flag_Germany","Country Flags","Cờ quốc gia","cờ Đức"
"1222","37","Noun","0","flag","flag_Ghana","Country Flags","Cờ quốc gia","cờ Ghana"
"1223","37","Noun","0","","flag_Gibraltar","Country Flags","Cờ quốc gia","cờ Gibraltar"
"1224","37","Noun","0","flag","flag_Greece","Country Flags","Cờ quốc gia","cờ Hy Lạp"
"1225","37","Noun","0","flag","flag_Greenland","Country Flags","Cờ quốc gia","cờ Greenland"
"1226","37","Noun","0","","flag_Grenada","Country Flags","Cờ quốc gia","cờ Grenada"
